file_name,format,size_bytes,sha256,source_org,source_url,authority_note,collected_from_dir,original_relative_path,source_record,duplicate_paths
NIMH_进食障碍.pdf,pdf,522362,090197df2f2f99b65c837a6154c2fbf592d03e69cdcf1b79eefc61de37cfd650,NIMH,https://www.nimh.nih.gov/sites/default/files/documents/health/publications/eating-disorders/eating-disorders-what-you-need-to-know.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_进食障碍.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
NIMH_重性抑郁统计.txt,txt,18345,1f601bac70722e96778f2b26566b5897f3b6cec0200c4d880a0a3de427b6d574,NIMH,https://www.nimh.nih.gov/health/statistics/major-depression,美国国立精神卫生研究所官方统计页,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_重性抑郁统计.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
NIMH_青少年抑郁.pdf,pdf,89906,bff44ed3f83a9316ba509368c486ac12b937cdbb25a09dd7c979bdecd1e50896,NIMH,https://www.nimh.nih.gov/sites/default/files/documents/health/publications/teen-depression/Teen_Depression_More_Than_Just_Moodiness_2022.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/NIMH_青少年抑郁.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
SAMHSA_988事实表.pdf,pdf,500279,80172920b2e3abbf86d3c1a9b54c2adb4d3772032a8d0589054bbfcb1903e8ef,SAMHSA,https://www.samhsa.gov/sites/default/files/988-factsheet.pdf,,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/SAMHSA_988事实表.pdf,official_mental_health_corpus_20260429_direct_docs/README_sources.md,
VA_PTSD与自杀.txt,txt,14059,6e0b402a8fb4f177f537053380c00a06f04bd7df0020f160c69ac11502bcf36a,VA,https://www.ptsd.va.gov/understand/related/suicide_ptsd.asp,美国退伍军人事务部 PTSD 官方专题页,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/VA_PTSD与自杀.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
VA_PTSD基础知识.txt,txt,15617,fc5cef11e97ede51f5ae9658358d9ec2b9348b81ea236a1513bd0487a53a7b3f,VA,https://www.ptsd.va.gov/understand/what/ptsd_basics.asp,美国退伍军人事务部 PTSD 官方专题页,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/VA_PTSD基础知识.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
VA_PTSD治疗概览.txt,txt,8420,64f6c650aca9906ff71b3f990c9351030c7b65ad61bc115fa94fc650b2067e15,VA,https://www.ptsd.va.gov/understand_tx/treatment_basics.asp,美国退伍军人事务部 PTSD 官方专题页,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/VA_PTSD治疗概览.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,official_mental_health_corpus_20260429_direct_docs/files/VA_创伤后睡眠问题.txt | official_mental_health_corpus_20260429_direct_docs/files/VA_愤怒与创伤.txt
WHO_心理健康强化响应事实表.txt,txt,10633,67c6a51ae8f4ef2bd45a6a03527c692b7b5bafd6c7e13360244f27cf7746f991,WHO,https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,世界卫生组织官方事实表,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/WHO_心理健康强化响应事实表.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
WHO_抑郁症事实表.txt,txt,11654,126a45a20df09286aad68e44cd846959e814e93af463084bf60514905afe77ab,WHO,https://www.who.int/news-room/fact-sheets/detail/depression,世界卫生组织官方事实表,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/WHO_抑郁症事实表.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
WHO_自杀事实表.txt,txt,11258,b04cfbbbabbd4634548d35c49c7486951f01a798508e5f7ee6782fd4de71e6d7,WHO,https://www.who.int/news-room/fact-sheets/detail/suicide,世界卫生组织官方事实表,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/WHO_自杀事实表.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
WHO_青少年心理健康事实表.txt,txt,13588,76c7d9cfe7ccbc9358e1f95ddd42ad24f417826458e9fd6f53af747660c6944c,WHO,https://www.who.int/news-room/fact-sheets/detail/adolescent-mental-health,世界卫生组织官方事实表,official_mental_health_corpus_20260429_direct_docs,official_mental_health_corpus_20260429_direct_docs/files/WHO_青少年心理健康事实表.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,
MedlinePlus_心理健康.txt,txt,8254,608412de9682bb9edc8b625a8741114bb1e4f9f9cc9bc25bc90a164bd6ac5984,MedlinePlus,https://medlineplus.gov/mentalhealth.html,美国国家医学图书馆官方健康专题,official_mental_health_corpus_20260429_docs_only,official_mental_health_corpus_20260429_docs_only/text/medlineplus.gov/MedlinePlus_心理健康.txt,official_mental_health_corpus_20260429_docs_only/meta/sources_manifest.csv,official_mental_health_corpus_20260429_docs_strict/text/medlineplus.gov/MedlinePlus_心理健康.txt | official_mental_health_corpus_20260429_fullscan/text/medlineplus.gov/MedlinePlus_心理健康.txt | official_mental_health_docs_final_20260429/txt/MedlinePlus_心理健康.txt | official_mental_health_corpus_20260428/text/medlineplus.gov/MedlinePlus_心理健康.txt | official_mental_health_corpus_20260429_delivery/text/medlineplus.gov/MedlinePlus_心理健康.txt
